,Assignment,DocumentNo,BusA,Type,Tx,PBk,Clrng_doc.,Text,CoCd,Supplier,Account,G/L,Supplier_Name,Pur._Doc.,Doc._Date,Amt_in_loc.cur.,Clearing,Pstng_Date,Column1,Net_due_dt,Arrers,Arrear,Discont,Day1,Day2,Net,Entity,IC,Net_due_d-clearing_d,Paid_T/F,Inv_Type,Pay_term_in_days,Payment_Term_desc,PT_Category,doc_type
7154,24-47524,38578998,9750.0,debit,85,,55685009,*24-47524,940,641045,641045,162000,Acla-Werke GmbH,4503736054.0,17.05.2024,128.04,11.06.2024,28.05.2024,5.2024,16.07.2024,-5,-35,False,30,60,0,TKA,NO,35,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
7155,24-47522,38578999,9750.0,debit,85,,55685009,*24-47522,940,641045,641045,162000,Acla-Werke GmbH,4503735994.0,17.05.2024,122.09,11.06.2024,28.05.2024,5.2024,16.07.2024,-5,-35,False,30,60,0,TKA,NO,35,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
7156,24-47523,38579025,9333.0,debit,85,,55685009,*24-47523,940,641045,641045,162000,Acla-Werke GmbH,4503736091.0,17.05.2024,303.93,11.06.2024,29.05.2024,5.2024,16.07.2024,-5,-35,False,30,60,0,TKA,NO,35,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
7157,24-47746,38579251,9461.0,debit,85,,55685786,*24-47746,940,641045,641045,162000,Acla-Werke GmbH,4503738273.0,23.05.2024,300.24,18.06.2024,29.05.2024,5.2024,22.07.2024,-4,-34,False,30,60,0,TKA,NO,34,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
7158,24-47747,38579257,9461.0,debit,85,,55685786,*24-47747,940,641045,641045,162000,Acla-Werke GmbH,4503738468.0,23.05.2024,122.93,18.06.2024,29.05.2024,5.2024,22.07.2024,-4,-34,False,30,60,0,TKA,NO,34,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
7159,24-47611,38579406,9440.0,debit,85,,55685526,*24-47611,940,641045,641045,162000,Acla-Werke GmbH,4503737431.0,21.05.2024,168.39,17.06.2024,30.05.2024,5.2024,20.07.2024,-3,-33,False,30,60,0,TKA,NO,33,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
7160,24-47879,38579728,9335.0,debit,85,,55686208,*24-47879,940,641045,641045,162000,Acla-Werke GmbH,4503739661.0,27.05.2024,122.09,24.06.2024,31.05.2024,5.2024,26.07.2024,-2,-32,False,30,60,0,TKA,NO,32,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
7161,24-47982,38579729,9335.0,debit,85,,55686208,*24-47982,940,641045,641045,162000,Acla-Werke GmbH,4503740346.0,28.05.2024,151.49,24.06.2024,31.05.2024,5.2024,27.07.2024,-3,-33,False,30,60,0,TKA,NO,33,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
7162,24-47981,38580458,9335.0,debit,85,,55686208,*24-47981,940,641045,641045,162000,Acla-Werke GmbH,4503739577.0,28.05.2024,420.31,24.06.2024,06.06.2024,6.2024,27.07.2024,-3,-33,False,30,60,0,TKA,NO,33,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
7165,A010212/R009334,370372481,9415.0,debit,85,,55684385,*A010212/ R009334,940,641162,641162,162000,seal-mart Dichtungstechnik UG,,31.05.2024,93.72,05.06.2024,04.06.2024,6.2024,30.06.2024,-5,-25,False,10,30,0,TKA,NO,25,True,FI,30,innerhalb von 10 Tagen 2 % Skonto,< 30 day,FI Invoices
7166,2405233,370373372,9770.0,debit,85,,55685286,*2405233,940,641167,641167,162000,Märker Wachdienst GmbH,,31.05.2024,15.9,13.06.2024,12.06.2024,6.2024,14.06.2024,-1,-1,True,14,0,0,TKA,NO,1,True,FI,14,innerhalb von 14 Tagen ohne Abzug,< 30 day,FI Invoices
7167,20240099,38580522,9410.0,debit,69,,55684769,*20240099,940,641208,641208,162000,Steffen Riesch,4503695945.0,31.05.2024,5800.0,10.06.2024,06.06.2024,6.2024,14.06.2024,-4,-4,True,14,0,0,TKA,NO,4,True,PO,14,innerhalb von 14 Tagen ohne Abzug,< 30 day,PO Invoices
7168,24262432,38579188,9770.0,debit,85,,55684190,*24262432,940,641289,641289,162000,Dictator Technik GmbH,4503739040.0,24.05.2024,186.73,04.06.2024,29.05.2024,5.2024,23.06.2024,-3,-19,False,14,30,0,TKA,NO,19,True,PO,30,innerhalb von 14 Tagen 2 % Skonto,< 30 day,PO Invoices
7169,24262539,38580102,9415.0,debit,85,,55684637,*24262539,940,641289,641289,162000,Dictator Technik GmbH,4503737258.0,29.05.2024,367.47,07.06.2024,04.06.2024,6.2024,28.06.2024,-5,-21,False,14,30,0,TKA,NO,21,True,PO,30,innerhalb von 14 Tagen 2 % Skonto,< 30 day,PO Invoices
7170,24262957,38583326,9750.0,debit,85,,55686451,*24262957,940,641289,641289,162000,Dictator Technik GmbH,4503747112.0,12.06.2024,295.64,25.06.2024,24.06.2024,6.2024,12.07.2024,-1,-17,False,14,30,0,TKA,NO,17,True,PO,30,innerhalb von 14 Tagen 2 % Skonto,< 30 day,PO Invoices
7171,90532086,38579466,9440.0,debit,80,,55683858,*90532086,940,641315,641315,162100,Sodimas ascenseurs S.A.,4503685866.0,19.03.2024,29.4,03.06.2024,31.05.2024,5.2024,18.04.2024,46,46,True,30,0,0,TKA,NO,-46,False,PO,30,innerhalb von 30 Tagen ohne Abzug,< 30 day,PO Invoices
7172,90531202,38579585,9440.0,debit,80,,55683858,*90531202,940,641315,641315,162100,Sodimas ascenseurs S.A.,4503685866.0,14.03.2024,29.4,03.06.2024,31.05.2024,5.2024,13.04.2024,51,51,True,30,0,0,TKA,NO,-51,False,PO,30,innerhalb von 30 Tagen ohne Abzug,< 30 day,PO Invoices
7173,RG2400551,38580543,9441.0,debit,85,,55684638,*RG2400551,940,641456,641456,162000,Hetek Lift und Hebetechnik GmbH,4503740900.0,30.05.2024,296.07,07.06.2024,06.06.2024,6.2024,09.06.2024,-2,-2,True,10,0,0,TKA,NO,2,True,PO,10,innerhalb von 10 Tagen ohne Abzug,< 30 day,PO Invoices
7174,20241970,370373443,9751.0,debit,84,,55685287,*20241970,940,641475,641475,162000,Hotel-Restaurant Dreiflüssehof,,06.06.2024,640.0,13.06.2024,12.06.2024,6.2024,16.06.2024,-3,-3,True,10,0,0,TKA,NO,3,True,FI,10,innerhalb von 10 Tagen ohne Abzug,< 30 day,FI Invoices
7175,20241071,38580840,9400.0,debit,62,,55684770,*20241071,940,641512,641512,162000,IHK-Bildungszentrum,4700000338.0,15.03.2024,1102.0,10.06.2024,09.06.2024,6.2024,25.03.2024,77,77,True,10,0,0,TKA,NO,-77,False,PO,10,innerhalb von 10 Tagen ohne Abzug,< 30 day,PO Invoices
7176,20242001,38583183,9461.0,debit,62,,55686209,*20242001,940,641512,641512,162000,IHK-Bildungszentrum,4700000338.0,24.05.2024,1771.0,24.06.2024,21.06.2024,6.2024,03.06.2024,21,21,True,10,0,0,TKA,NO,-21,False,PO,10,innerhalb von 10 Tagen ohne Abzug,< 30 day,PO Invoices
7177,20242162,38583535,9461.0,debit,85,,55686452,*20242162,940,641512,641512,162000,IHK-Bildungszentrum,4700000338.0,05.06.2024,882.98,25.06.2024,24.06.2024,6.2024,15.06.2024,10,10,True,10,0,0,TKA,NO,-10,False,PO,10,innerhalb von 10 Tagen ohne Abzug,< 30 day,PO Invoices
7178,37482,370373717,9750.0,debit,84,,55685527,*37482,940,641530,641530,162000,Feinkost Ebert,,05.06.2024,175.69,17.06.2024,15.06.2024,6.2024,15.06.2024,2,2,True,10,0,0,TKA,NO,-2,False,FI,10,innerhalb von 10 Tagen ohne Abzug,< 30 day,FI Invoices
7179,37530,370374779,9750.0,debit,84,,55686580,*37530,940,641530,641530,162000,Feinkost Ebert,,12.06.2024,405.42,26.06.2024,25.06.2024,6.2024,22.06.2024,4,4,True,10,0,0,TKA,NO,-4,False,FI,10,innerhalb von 10 Tagen ohne Abzug,< 30 day,FI Invoices
7180,5104790461,51083727,9772.0,debit,85,,55684191,,940,641535,641535,162000,Workwear Shop GmbH,4503730614.0,29.05.2024,162.88,04.06.2024,29.05.2024,5.2024,28.06.2024,-1,-24,False,7,30,0,TKA,NO,24,True,,30,innerhalb von 7 Tagen 4 % Skonto,< 30 day,Self Billing
7181,5104790462,51083728,9410.0,debit,85,,55684191,,940,641535,641535,162000,Workwear Shop GmbH,4503731030.0,29.05.2024,146.31,04.06.2024,29.05.2024,5.2024,28.06.2024,-1,-24,False,7,30,0,TKA,NO,24,True,,30,innerhalb von 7 Tagen 4 % Skonto,< 30 day,Self Billing
7182,5104790463,51083729,9461.0,debit,85,,55684191,,940,641535,641535,162000,Workwear Shop GmbH,4503734951.0,29.05.2024,962.23,04.06.2024,29.05.2024,5.2024,28.06.2024,-1,-24,False,7,30,0,TKA,NO,24,True,,30,innerhalb von 7 Tagen 4 % Skonto,< 30 day,Self Billing
7183,5104790464,51083730,9410.0,debit,85,,55684191,,940,641535,641535,162000,Workwear Shop GmbH,4503738197.0,29.05.2024,181.33,04.06.2024,29.05.2024,5.2024,28.06.2024,-1,-24,False,7,30,0,TKA,NO,24,True,,30,innerhalb von 7 Tagen 4 % Skonto,< 30 day,Self Billing
7184,5104790465,51083731,9440.0,debit,85,,55684191,,940,641535,641535,162000,Workwear Shop GmbH,9500208336.0,29.05.2024,1526.18,04.06.2024,29.05.2024,5.2024,28.06.2024,-1,-24,False,7,30,0,TKA,NO,24,True,,30,innerhalb von 7 Tagen 4 % Skonto,< 30 day,Self Billing
7185,5104790466,51083732,9440.0,debit,85,,55684191,,940,641535,641535,162000,Workwear Shop GmbH,9500208532.0,29.05.2024,2034.9,04.06.2024,29.05.2024,5.2024,28.06.2024,-1,-24,False,7,30,0,TKA,NO,24,True,,30,innerhalb von 7 Tagen 4 % Skonto,< 30 day,Self Billing
7186,5104790467,51083733,9773.0,debit,85,,55684191,,940,641535,641535,162000,Workwear Shop GmbH,9500208821.0,29.05.2024,374.85,04.06.2024,29.05.2024,5.2024,28.06.2024,-1,-24,False,7,30,0,TKA,NO,24,True,,30,innerhalb von 7 Tagen 4 % Skonto,< 30 day,Self Billing
7187,5104790468,51083734,9440.0,debit,85,,55684191,,940,641535,641535,162000,Workwear Shop GmbH,9500208926.0,29.05.2024,945.46,04.06.2024,29.05.2024,5.2024,28.06.2024,-1,-24,False,7,30,0,TKA,NO,24,True,,30,innerhalb von 7 Tagen 4 % Skonto,< 30 day,Self Billing
7188,5104790469,51083735,9440.0,debit,85,,55684191,,940,641535,641535,162000,Workwear Shop GmbH,9500208932.0,29.05.2024,114.09,04.06.2024,29.05.2024,5.2024,28.06.2024,-1,-24,False,7,30,0,TKA,NO,24,True,,30,innerhalb von 7 Tagen 4 % Skonto,< 30 day,Self Billing
7189,5104790470,51083736,9882.0,debit,85,,55684191,,940,641535,641535,162000,Workwear Shop GmbH,9500208951.0,29.05.2024,58.85,04.06.2024,29.05.2024,5.2024,28.06.2024,-1,-24,False,7,30,0,TKA,NO,24,True,,30,innerhalb von 7 Tagen 4 % Skonto,< 30 day,Self Billing
7190,5104790471,51083737,9321.0,debit,85,,55684191,,940,641535,641535,162000,Workwear Shop GmbH,9500208974.0,29.05.2024,410.1,04.06.2024,29.05.2024,5.2024,28.06.2024,-1,-24,False,7,30,0,TKA,NO,24,True,,30,innerhalb von 7 Tagen 4 % Skonto,< 30 day,Self Billing
7191,5104790472,51083738,9772.0,debit,85,,55684191,,940,641535,641535,162000,Workwear Shop GmbH,9500208975.0,29.05.2024,333.49,04.06.2024,29.05.2024,5.2024,28.06.2024,-1,-24,False,7,30,0,TKA,NO,24,True,,30,innerhalb von 7 Tagen 4 % Skonto,< 30 day,Self Billing
7192,5104790473,51083739,9772.0,debit,85,,55684191,,940,641535,641535,162000,Workwear Shop GmbH,9500208976.0,29.05.2024,119.36,04.06.2024,29.05.2024,5.2024,28.06.2024,-1,-24,False,7,30,0,TKA,NO,24,True,,30,innerhalb von 7 Tagen 4 % Skonto,< 30 day,Self Billing
7193,5104790474,51083740,9335.0,debit,85,,55684191,,940,641535,641535,162000,Workwear Shop GmbH,9500208999.0,29.05.2024,503.97,04.06.2024,29.05.2024,5.2024,28.06.2024,-1,-24,False,7,30,0,TKA,NO,24,True,,30,innerhalb von 7 Tagen 4 % Skonto,< 30 day,Self Billing
7194,5104790475,51083741,9400.0,debit,85,,55684191,,940,641535,641535,162000,Workwear Shop GmbH,9500209007.0,29.05.2024,115.62,04.06.2024,29.05.2024,5.2024,28.06.2024,-1,-24,False,7,30,0,TKA,NO,24,True,,30,innerhalb von 7 Tagen 4 % Skonto,< 30 day,Self Billing
7195,5104790476,51083742,9440.0,debit,85,,55684191,,940,641535,641535,162000,Workwear Shop GmbH,9500209043.0,29.05.2024,367.26,04.06.2024,29.05.2024,5.2024,28.06.2024,-1,-24,False,7,30,0,TKA,NO,24,True,,30,innerhalb von 7 Tagen 4 % Skonto,< 30 day,Self Billing
7196,5104793860,51084109,9884.0,debit,85,,55684639,,940,641535,641535,162000,Workwear Shop GmbH,4503726843.0,05.06.2024,314.78,07.06.2024,05.06.2024,6.2024,05.07.2024,-5,-28,False,7,30,0,TKA,NO,28,True,,30,innerhalb von 7 Tagen 4 % Skonto,< 30 day,Self Billing
7197,5104793861,51084110,9330.0,debit,85,,55684639,,940,641535,641535,162000,Workwear Shop GmbH,4503735982.0,05.06.2024,324.63,07.06.2024,05.06.2024,6.2024,05.07.2024,-5,-28,False,7,30,0,TKA,NO,28,True,,30,innerhalb von 7 Tagen 4 % Skonto,< 30 day,Self Billing
7198,5104793862,51084111,9410.0,debit,85,,55684639,,940,641535,641535,162000,Workwear Shop GmbH,4503741287.0,05.06.2024,99.13,07.06.2024,05.06.2024,6.2024,05.07.2024,-5,-28,False,7,30,0,TKA,NO,28,True,,30,innerhalb von 7 Tagen 4 % Skonto,< 30 day,Self Billing
7199,5104793863,51084112,9330.0,debit,85,,55684639,,940,641535,641535,162000,Workwear Shop GmbH,9500208370.0,05.06.2024,113.53,07.06.2024,05.06.2024,6.2024,05.07.2024,-5,-28,False,7,30,0,TKA,NO,28,True,,30,innerhalb von 7 Tagen 4 % Skonto,< 30 day,Self Billing
7200,5104793864,51084113,9415.0,debit,85,,55684639,,940,641535,641535,162000,Workwear Shop GmbH,9500208519.0,05.06.2024,112.65,07.06.2024,05.06.2024,6.2024,05.07.2024,-5,-28,False,7,30,0,TKA,NO,28,True,,30,innerhalb von 7 Tagen 4 % Skonto,< 30 day,Self Billing
7201,5104793865,51084114,9882.0,debit,85,,55684639,,940,641535,641535,162000,Workwear Shop GmbH,9500208684.0,05.06.2024,341.53,07.06.2024,05.06.2024,6.2024,05.07.2024,-5,-28,False,7,30,0,TKA,NO,28,True,,30,innerhalb von 7 Tagen 4 % Skonto,< 30 day,Self Billing
7202,5104793866,51084115,9330.0,debit,85,,55684639,,940,641535,641535,162000,Workwear Shop GmbH,9500208925.0,05.06.2024,39.75,07.06.2024,05.06.2024,6.2024,05.07.2024,-5,-28,False,7,30,0,TKA,NO,28,True,,30,innerhalb von 7 Tagen 4 % Skonto,< 30 day,Self Billing
7203,5104793867,51084116,9330.0,debit,85,,55684639,,940,641535,641535,162000,Workwear Shop GmbH,9500209008.0,05.06.2024,96.87,07.06.2024,05.06.2024,6.2024,05.07.2024,-5,-28,False,7,30,0,TKA,NO,28,True,,30,innerhalb von 7 Tagen 4 % Skonto,< 30 day,Self Billing
7204,5104793868,51084117,9440.0,debit,85,,55684639,,940,641535,641535,162000,Workwear Shop GmbH,9500209032.0,05.06.2024,1418.18,07.06.2024,05.06.2024,6.2024,05.07.2024,-5,-28,False,7,30,0,TKA,NO,28,True,,30,innerhalb von 7 Tagen 4 % Skonto,< 30 day,Self Billing
7205,5104793869,51084118,9400.0,debit,85,,55684639,,940,641535,641535,162000,Workwear Shop GmbH,9500209037.0,05.06.2024,117.04,07.06.2024,05.06.2024,6.2024,05.07.2024,-5,-28,False,7,30,0,TKA,NO,28,True,,30,innerhalb von 7 Tagen 4 % Skonto,< 30 day,Self Billing
7206,5104793870,51084119,9414.0,debit,85,,55684639,,940,641535,641535,162000,Workwear Shop GmbH,9500209108.0,05.06.2024,580.24,07.06.2024,05.06.2024,6.2024,05.07.2024,-5,-28,False,7,30,0,TKA,NO,28,True,,30,innerhalb von 7 Tagen 4 % Skonto,< 30 day,Self Billing
7207,5104793871,51084120,9414.0,debit,85,,55684639,,940,641535,641535,162000,Workwear Shop GmbH,9500209120.0,05.06.2024,53.49,07.06.2024,05.06.2024,6.2024,05.07.2024,-5,-28,False,7,30,0,TKA,NO,28,True,,30,innerhalb von 7 Tagen 4 % Skonto,< 30 day,Self Billing
7208,5104793872,51084121,9440.0,debit,85,,55684639,,940,641535,641535,162000,Workwear Shop GmbH,9500209121.0,05.06.2024,122.87,07.06.2024,05.06.2024,6.2024,05.07.2024,-5,-28,False,7,30,0,TKA,NO,28,True,,30,innerhalb von 7 Tagen 4 % Skonto,< 30 day,Self Billing
7209,5104793873,51084122,9883.0,debit,85,,55684639,,940,641535,641535,162000,Workwear Shop GmbH,9500209142.0,05.06.2024,802.32,07.06.2024,05.06.2024,6.2024,05.07.2024,-5,-28,False,7,30,0,TKA,NO,28,True,,30,innerhalb von 7 Tagen 4 % Skonto,< 30 day,Self Billing
7210,5104793874,51084123,9413.0,debit,85,,55684639,,940,641535,641535,162000,Workwear Shop GmbH,9500209144.0,05.06.2024,183.14,07.06.2024,05.06.2024,6.2024,05.07.2024,-5,-28,False,7,30,0,TKA,NO,28,True,,30,innerhalb von 7 Tagen 4 % Skonto,< 30 day,Self Billing
7211,5104797670,51084609,9321.0,debit,85,,55685393,,940,641535,641535,162000,Workwear Shop GmbH,4503728483.0,12.06.2024,268.63,14.06.2024,12.06.2024,6.2024,12.07.2024,-5,-28,False,7,30,0,TKA,NO,28,True,,30,innerhalb von 7 Tagen 4 % Skonto,< 30 day,Self Billing
7212,5104797671,51084610,9410.0,debit,85,,55685393,,940,641535,641535,162000,Workwear Shop GmbH,4503740400.0,12.06.2024,1049.93,14.06.2024,12.06.2024,6.2024,12.07.2024,-5,-28,False,7,30,0,TKA,NO,28,True,,30,innerhalb von 7 Tagen 4 % Skonto,< 30 day,Self Billing
7213,5104797672,51084611,9461.0,debit,85,,55685393,,940,641535,641535,162000,Workwear Shop GmbH,4503740755.0,12.06.2024,689.01,14.06.2024,12.06.2024,6.2024,12.07.2024,-5,-28,False,7,30,0,TKA,NO,28,True,,30,innerhalb von 7 Tagen 4 % Skonto,< 30 day,Self Billing
7214,5104797673,51084612,9770.0,debit,85,,55685393,,940,641535,641535,162000,Workwear Shop GmbH,4503742208.0,12.06.2024,634.63,14.06.2024,12.06.2024,6.2024,12.07.2024,-5,-28,False,7,30,0,TKA,NO,28,True,,30,innerhalb von 7 Tagen 4 % Skonto,< 30 day,Self Billing
7215,5104797674,51084613,9771.0,debit,85,,55685393,,940,641535,641535,162000,Workwear Shop GmbH,9500208750.0,12.06.2024,988.58,14.06.2024,12.06.2024,6.2024,12.07.2024,-5,-28,False,7,30,0,TKA,NO,28,True,,30,innerhalb von 7 Tagen 4 % Skonto,< 30 day,Self Billing
7216,5104797675,51084614,9440.0,debit,85,,55685393,,940,641535,641535,162000,Workwear Shop GmbH,9500208983.0,12.06.2024,1865.33,14.06.2024,12.06.2024,6.2024,12.07.2024,-5,-28,False,7,30,0,TKA,NO,28,True,,30,innerhalb von 7 Tagen 4 % Skonto,< 30 day,Self Billing
7217,5104797676,51084615,9400.0,debit,85,,55685393,,940,641535,641535,162000,Workwear Shop GmbH,9500209002.0,12.06.2024,312.43,14.06.2024,12.06.2024,6.2024,12.07.2024,-5,-28,False,7,30,0,TKA,NO,28,True,,30,innerhalb von 7 Tagen 4 % Skonto,< 30 day,Self Billing
7218,5104797677,51084616,9772.0,debit,85,,55685393,,940,641535,641535,162000,Workwear Shop GmbH,9500209020.0,12.06.2024,74.26,14.06.2024,12.06.2024,6.2024,12.07.2024,-5,-28,False,7,30,0,TKA,NO,28,True,,30,innerhalb von 7 Tagen 4 % Skonto,< 30 day,Self Billing
7219,5104797678,51084617,9414.0,debit,85,,55685393,,940,641535,641535,162000,Workwear Shop GmbH,9500209051.0,12.06.2024,99.84,14.06.2024,12.06.2024,6.2024,12.07.2024,-5,-28,False,7,30,0,TKA,NO,28,True,,30,innerhalb von 7 Tagen 4 % Skonto,< 30 day,Self Billing
7220,5104797679,51084618,9885.0,debit,85,,55685393,,940,641535,641535,162000,Workwear Shop GmbH,9500209099.0,12.06.2024,124.47,14.06.2024,12.06.2024,6.2024,12.07.2024,-5,-28,False,7,30,0,TKA,NO,28,True,,30,innerhalb von 7 Tagen 4 % Skonto,< 30 day,Self Billing
7221,5104797680,51084619,9770.0,debit,85,,55685393,,940,641535,641535,162000,Workwear Shop GmbH,9500209104.0,12.06.2024,1471.78,14.06.2024,12.06.2024,6.2024,12.07.2024,-5,-28,False,7,30,0,TKA,NO,28,True,,30,innerhalb von 7 Tagen 4 % Skonto,< 30 day,Self Billing
7222,5104797681,51084620,9750.0,debit,85,,55685393,,940,641535,641535,162000,Workwear Shop GmbH,9500209128.0,12.06.2024,59.08,14.06.2024,12.06.2024,6.2024,12.07.2024,-5,-28,False,7,30,0,TKA,NO,28,True,,30,innerhalb von 7 Tagen 4 % Skonto,< 30 day,Self Billing
7223,5104797682,51084621,9414.0,debit,85,,55685393,,940,641535,641535,162000,Workwear Shop GmbH,9500209130.0,12.06.2024,650.45,14.06.2024,12.06.2024,6.2024,12.07.2024,-5,-28,False,7,30,0,TKA,NO,28,True,,30,innerhalb von 7 Tagen 4 % Skonto,< 30 day,Self Billing
7224,5104797683,51084622,9440.0,debit,85,,55685393,,940,641535,641535,162000,Workwear Shop GmbH,9500209150.0,12.06.2024,481.12,14.06.2024,12.06.2024,6.2024,12.07.2024,-5,-28,False,7,30,0,TKA,NO,28,True,,30,innerhalb von 7 Tagen 4 % Skonto,< 30 day,Self Billing
7225,5104797684,51084623,9752.0,debit,85,,55685393,,940,641535,641535,162000,Workwear Shop GmbH,9500209151.0,12.06.2024,197.03,14.06.2024,12.06.2024,6.2024,12.07.2024,-5,-28,False,7,30,0,TKA,NO,28,True,,30,innerhalb von 7 Tagen 4 % Skonto,< 30 day,Self Billing
7226,5104797685,51084624,9440.0,debit,85,,55685393,,940,641535,641535,162000,Workwear Shop GmbH,9500209165.0,12.06.2024,294.05,14.06.2024,12.06.2024,6.2024,12.07.2024,-5,-28,False,7,30,0,TKA,NO,28,True,,30,innerhalb von 7 Tagen 4 % Skonto,< 30 day,Self Billing
7227,5104797686,51084625,9750.0,debit,85,,55685393,,940,641535,641535,162000,Workwear Shop GmbH,9500209166.0,12.06.2024,2917.94,14.06.2024,12.06.2024,6.2024,12.07.2024,-5,-28,False,7,30,0,TKA,NO,28,True,,30,innerhalb von 7 Tagen 4 % Skonto,< 30 day,Self Billing
7228,5104797687,51084626,9462.0,debit,85,,55685393,,940,641535,641535,162000,Workwear Shop GmbH,9500209168.0,12.06.2024,96.81,14.06.2024,12.06.2024,6.2024,12.07.2024,-5,-28,False,7,30,0,TKA,NO,28,True,,30,innerhalb von 7 Tagen 4 % Skonto,< 30 day,Self Billing
7229,5104797688,51084627,9330.0,debit,85,,55685393,,940,641535,641535,162000,Workwear Shop GmbH,9500209172.0,12.06.2024,715.96,14.06.2024,12.06.2024,6.2024,12.07.2024,-5,-28,False,7,30,0,TKA,NO,28,True,,30,innerhalb von 7 Tagen 4 % Skonto,< 30 day,Self Billing
7230,5104797689,51084628,9322.0,debit,85,,55685393,,940,641535,641535,162000,Workwear Shop GmbH,9500209181.0,12.06.2024,22.49,14.06.2024,12.06.2024,6.2024,12.07.2024,-5,-28,False,7,30,0,TKA,NO,28,True,,30,innerhalb von 7 Tagen 4 % Skonto,< 30 day,Self Billing
7231,5104797690,51084629,9320.0,debit,85,,55685393,,940,641535,641535,162000,Workwear Shop GmbH,9500209184.0,12.06.2024,133.86,14.06.2024,12.06.2024,6.2024,12.07.2024,-5,-28,False,7,30,0,TKA,NO,28,True,,30,innerhalb von 7 Tagen 4 % Skonto,< 30 day,Self Billing
7232,5104797691,51084630,9322.0,debit,85,,55685393,,940,641535,641535,162000,Workwear Shop GmbH,9500209185.0,12.06.2024,203.25,14.06.2024,12.06.2024,6.2024,12.07.2024,-5,-28,False,7,30,0,TKA,NO,28,True,,30,innerhalb von 7 Tagen 4 % Skonto,< 30 day,Self Billing
7233,5104797692,51084631,9772.0,debit,85,,55685393,,940,641535,641535,162000,Workwear Shop GmbH,9500209186.0,12.06.2024,385.38,14.06.2024,12.06.2024,6.2024,12.07.2024,-5,-28,False,7,30,0,TKA,NO,28,True,,30,innerhalb von 7 Tagen 4 % Skonto,< 30 day,Self Billing
7234,5104797693,51084632,9321.0,debit,85,,55685393,,940,641535,641535,162000,Workwear Shop GmbH,9500209187.0,12.06.2024,22.49,14.06.2024,12.06.2024,6.2024,12.07.2024,-5,-28,False,7,30,0,TKA,NO,28,True,,30,innerhalb von 7 Tagen 4 % Skonto,< 30 day,Self Billing
7235,5104797694,51084633,9883.0,debit,85,,55685393,,940,641535,641535,162000,Workwear Shop GmbH,9500209192.0,12.06.2024,256.25,14.06.2024,12.06.2024,6.2024,12.07.2024,-5,-28,False,7,30,0,TKA,NO,28,True,,30,innerhalb von 7 Tagen 4 % Skonto,< 30 day,Self Billing
7236,5104797695,51084634,9400.0,debit,85,,55685393,,940,641535,641535,162000,Workwear Shop GmbH,9500209218.0,12.06.2024,381.22,14.06.2024,12.06.2024,6.2024,12.07.2024,-5,-28,False,7,30,0,TKA,NO,28,True,,30,innerhalb von 7 Tagen 4 % Skonto,< 30 day,Self Billing
7237,5104797696,51084635,9751.0,debit,85,,55685393,,940,641535,641535,162000,Workwear Shop GmbH,9500209221.0,12.06.2024,24.99,14.06.2024,12.06.2024,6.2024,12.07.2024,-5,-28,False,7,30,0,TKA,NO,28,True,,30,innerhalb von 7 Tagen 4 % Skonto,< 30 day,Self Billing
7238,5104797697,51084636,9883.0,debit,85,,55685393,,940,641535,641535,162000,Workwear Shop GmbH,9500209224.0,12.06.2024,115.62,14.06.2024,12.06.2024,6.2024,12.07.2024,-5,-28,False,7,30,0,TKA,NO,28,True,,30,innerhalb von 7 Tagen 4 % Skonto,< 30 day,Self Billing
7239,5104797698,51084637,9330.0,debit,85,,55685393,,940,641535,641535,162000,Workwear Shop GmbH,9500209232.0,12.06.2024,138.87,14.06.2024,12.06.2024,6.2024,12.07.2024,-5,-28,False,7,30,0,TKA,NO,28,True,,30,innerhalb von 7 Tagen 4 % Skonto,< 30 day,Self Billing
7240,5104797699,51084638,9414.0,debit,85,,55685393,,940,641535,641535,162000,Workwear Shop GmbH,9500209233.0,12.06.2024,472.73,14.06.2024,12.06.2024,6.2024,12.07.2024,-5,-28,False,7,30,0,TKA,NO,28,True,,30,innerhalb von 7 Tagen 4 % Skonto,< 30 day,Self Billing
7241,5104797700,51084639,9774.0,debit,85,,55685393,,940,641535,641535,162000,Workwear Shop GmbH,9500209237.0,12.06.2024,397.76,14.06.2024,12.06.2024,6.2024,12.07.2024,-5,-28,False,7,30,0,TKA,NO,28,True,,30,innerhalb von 7 Tagen 4 % Skonto,< 30 day,Self Billing
